CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
258622_351,1,2002-06-01,BOTH,P077209424088,,,Bracknell Forest,2017
467284_351,1,2002-06-01,BCRB,G012906534543,,,Bracknell Forest,2017
690246_351,1,2009-08-01,REFU,Y090852492142,,,Bracknell Forest,2017
483733_351,2,2002-10-01,REFU,G015898779930,,,Bracknell Forest,2017
493980_351,1,2002-01-01,BOTH,Y049918506055,,,Bracknell Forest,2017
694011_351,2,2006-04-01,NOBT,T079268729964,,,Bracknell Forest,2017
37220_351,1,2001-11-01,MOTH,V023920463759,,,Bracknell Forest,2017
73543_351,2,2012-06-01,WOTH,I006859587956,,,Bracknell Forest,2017
1208_351,2,2008-09-01,WBRI,K038114399325,,,Bracknell Forest,2017
284686_351,2,2007-04-01,AIND,G074923044700,,,Bracknell Forest,2017
836264_351,1,2005-10-01,OOTH,R060201625375,,,Bracknell Forest,2017
150101_351,2,2005-08-01,WROM,U027635685324,,,Bracknell Forest,2017
519357_351,1,2010-01-01,MOTH,Y083569980255,,,Bracknell Forest,2017
438326_351,2,2001-10-01,BCRB,G083134831552,,,Bracknell Forest,2017
7230_351,1,2003-06-01,APKN,X086195121800,,,Bracknell Forest,2017
379781_351,1,2005-03-01,MWAS,H071294580688,,,Bracknell Forest,2017
402325_351,1,2012-05-01,AOTH,X051554698384,,,Bracknell Forest,2017
988851_351,2,2009-11-01,NOBT,U098212174812,,,Bracknell Forest,2017
476684_351,1,2002-10-01,CHNE,Z037516632231,,,Bracknell Forest,2017
35235_351,2,2010-01-01,BCRB,R094573915762,,,Bracknell Forest,2017
236782_351,2,2005-05-01,AIND,V018324053344,,,Bracknell Forest,2017
44897_351,1,2013-05-01,BAFR,W011907355242,,,Bracknell Forest,2017
156693_351,2,2001-07-01,MWAS,H084311665815,,,Bracknell Forest,2017
797462_351,2,2013-11-01,WBRI,Z024492641186,,,Bracknell Forest,2017
771638_351,2,2003-01-01,MWBC,E094917579738,,,Bracknell Forest,2017
853154_351,1,2002-04-01,WOTH,Y077787837146,,,Bracknell Forest,2017
91212_351,2,2009-08-01,WIRI,B014319621602,,,Bracknell Forest,2017
652877_351,1,2011-09-01,WOTH,F024917469802,,,Bracknell Forest,2017
551075_351,2,2012-10-01,WIRI,O092707794013,,,Bracknell Forest,2017
952909_351,2,2006-02-01,MWBA,U028020761658,,,Bracknell Forest,2017
410067_351,2,2001-08-01,WROM,C011484425383,,,Bracknell Forest,2017
916162_351,2,2004-06-01,WBRI,M097886352952,,,Bracknell Forest,2017
974851_351,1,2009-02-01,MWBC,Y006415453131,,,Bracknell Forest,2017
806887_351,1,2007-02-01,WIRT,E052693800465,,,Bracknell Forest,2017
871063_351,1,2005-08-01,ABAN,S044768987791,,,Bracknell Forest,2017
356961_351,2,2002-10-01,WIRI,Y023395770941,,,Bracknell Forest,2017
781459_351,1,2001-12-01,AOTH,F042707119791,,,Bracknell Forest,2017
281887_351,1,2011-06-01,CHNE,T081911151666,,,Bracknell Forest,2017
82370_351,1,2007-08-01,WROM,M060396567450,,,Bracknell Forest,2017
992227_351,1,2009-11-01,MWBC,U016686466573,,,Bracknell Forest,2017
802696_351,1,2006-06-01,WROM,Z092313134768,,,Bracknell Forest,2017
174978_351,1,2003-10-01,AIND,W027224415227,,,Bracknell Forest,2017
325037_351,1,2006-07-01,MOTH,Y097779192573,,,Bracknell Forest,2017
937131_351,2,2004-02-01,OOTH,A061484436376,,,Bracknell Forest,2017
223013_351,2,2004-12-01,WIRI,C039967943623,,,Bracknell Forest,2017
296622_351,2,2001-07-01,WBRI,N037873000248,,,Bracknell Forest,2017
528912_351,2,2006-08-01,AOTH,A074084371491,,,Bracknell Forest,2017
689661_351,1,2004-03-01,NOBT,P026459745299,,,Bracknell Forest,2017
939575_351,1,2005-10-01,AOTH,R054461093674,,,Bracknell Forest,2017
527671_351,2,2002-02-01,NOBT,C015999269644,,,Bracknell Forest,2017
84709_351,2,2010-06-01,BAFR,M028541868055,,,Bracknell Forest,2017
683742_351,1,2002-07-01,ABAN,N069542476390,,,Bracknell Forest,2017
53454_351,2,2013-11-01,WIRT,F031972947344,,,Bracknell Forest,2017
967423_351,2,2006-04-01,OOTH,B034028989986,,,Bracknell Forest,2017
863341_351,1,2005-03-01,APKN,S063709921351,,,Bracknell Forest,2017
500510_351,1,2005-04-01,AIND,A069172290052,,,Bracknell Forest,2017
882972_351,1,2008-03-01,WIRI,S068349985557,,,Bracknell Forest,2017
151782_351,2,2001-11-01,BOTH,Q035887320388,,,Bracknell Forest,2017
255173_351,1,2003-08-01,BCRB,H009832258694,,,Bracknell Forest,2017
744142_351,2,2012-03-01,MWBA,B014833626418,,,Bracknell Forest,2017
908108_351,1,2002-11-01,BCRB,E009030143097,,,Bracknell Forest,2017
255882_351,1,2002-11-01,OOTH,Q090311073711,,,Bracknell Forest,2017
160507_351,1,2013-04-01,WBRI,X009771587913,,,Bracknell Forest,2017
4362_351,2,2002-09-01,WIRI,R059888576699,,,Bracknell Forest,2017
19271_351,2,2001-09-01,WOTH,F095932123576,,,Bracknell Forest,2017
741148_351,2,2004-11-01,AOTH,U042479574487,,,Bracknell Forest,2017
311837_351,1,2004-10-01,ABAN,Q067941504366,,,Bracknell Forest,2017
978411_351,1,2011-05-01,WROM,G084899888152,,,Bracknell Forest,2017
830110_351,1,2014-10-01,WOTH,F030451316873,,,Bracknell Forest,2017
925878_351,2,2001-04-01,MWBC,B015988403862,,,Bracknell Forest,2017
57530_351,2,2011-02-01,MWAS,Y048681163255,,,Bracknell Forest,2017
795944_351,1,2008-12-01,MWBC,P032555705738,,,Bracknell Forest,2017
699844_351,2,2011-05-01,CHNE,W003243227260,,,Bracknell Forest,2017
154145_351,1,2010-08-01,OOTH,N011894073886,,,Bracknell Forest,2017
444084_351,1,2002-09-01,BAFR,H072255903197,,,Bracknell Forest,2017
545379_351,1,2005-01-01,NOBT,Q073479713699,,,Bracknell Forest,2017
576321_351,1,2011-07-01,AOTH,K081877398701,,,Bracknell Forest,2017
264360_351,2,2001-07-01,AIND,T095231032691,,,Bracknell Forest,2017
118226_351,1,2002-07-01,REFU,I083783644901,,,Bracknell Forest,2017
901381_351,1,2006-09-01,REFU,R077814385292,,,Bracknell Forest,2017
712118_351,2,2012-01-01,BCRB,V021840895495,,,Bracknell Forest,2017
703090_351,1,2010-04-01,ABAN,E076152366311,,,Bracknell Forest,2017
982221_351,1,2011-02-01,APKN,N013406108262,,,Bracknell Forest,2017
717067_351,2,2008-07-01,WIRI,C070710379687,,,Bracknell Forest,2017
259334_351,1,2010-03-01,WIRT,K043789282320,,,Bracknell Forest,2017
470756_351,2,2005-12-01,AIND,Y007562586194,,,Bracknell Forest,2017
716474_351,1,2003-09-01,BCRB,G065780926606,,,Bracknell Forest,2017
89739_351,2,2014-12-01,BOTH,K039783298931,,,Bracknell Forest,2017
392652_351,2,2009-11-01,WIRI,W051421167036,,,Bracknell Forest,2017
100958_351,2,2014-08-01,WOTH,A071113230200,,,Bracknell Forest,2017
568874_351,1,2008-10-01,OOTH,V014002906315,,,Bracknell Forest,2017
880635_351,1,2005-02-01,BAFR,S057253469139,,,Bracknell Forest,2017
849876_351,1,2009-02-01,WROM,M069996744699,,,Bracknell Forest,2017
8019_351,2,2002-12-01,AOTH,Q078863061683,,,Bracknell Forest,2017
520611_351,2,2011-07-01,MWBC,J034616805476,,,Bracknell Forest,2017
853308_351,2,2014-06-01,MOTH,D094044017948,,,Bracknell Forest,2017
485465_351,2,2010-05-01,MWAS,V068684137424,,,Bracknell Forest,2017
472295_351,1,2001-05-01,WROM,U062600043609,,,Bracknell Forest,2017
471644_351,2,2010-11-01,WBRI,E011620574527,,,Bracknell Forest,2017
334332_351,1,2009-01-01,MWBC,W023438620052,,,Bracknell Forest,2017
340113_351,1,2009-11-01,BAFR,P054639397312,,,Bracknell Forest,2017
410432_351,1,2014-03-01,WIRT,B035145126453,,,Bracknell Forest,2017
273119_351,1,2007-09-01,MWAS,P072580747916,,,Bracknell Forest,2017
828500_351,1,2002-04-01,ABAN,R061806176468,,,Bracknell Forest,2017
33881_351,1,2004-03-01,MWBA,V033375200489,,,Bracknell Forest,2017
23757_351,1,2013-11-01,CHNE,G085001233361,,,Bracknell Forest,2017
880803_351,1,2008-10-01,MWBC,Q030665212307,,,Bracknell Forest,2017
877802_351,1,2003-02-01,APKN,M009489752602,,,Bracknell Forest,2017
733515_351,2,2007-01-01,BCRB,W084123286169,,,Bracknell Forest,2017
368901_351,1,2008-11-01,MWBA,O005694700077,,,Bracknell Forest,2017
920341_351,1,2011-08-01,BCRB,U081116497675,,,Bracknell Forest,2017
115854_351,2,2001-04-01,WOTH,V012868743712,,,Bracknell Forest,2017
530456_351,1,2009-06-01,WIRT,W064673322931,,,Bracknell Forest,2017
726292_351,2,2009-09-01,WIRT,P083670716292,,,Bracknell Forest,2017
387880_351,2,2014-04-01,WBRI,E065324522805,,,Bracknell Forest,2017
279260_351,1,2009-10-01,REFU,B064615743116,,,Bracknell Forest,2017
684525_351,1,2006-10-01,BOTH,Q012397350234,,,Bracknell Forest,2017
84859_351,1,2002-06-01,OOTH,H094237170140,,,Bracknell Forest,2017
582376_351,1,2007-07-01,BCRB,P006439264335,,,Bracknell Forest,2017
417776_351,1,2001-06-01,BAFR,N028910202962,,,Bracknell Forest,2017
613683_351,2,2013-09-01,WBRI,Q042779701025,,,Bracknell Forest,2017
271412_351,2,2005-07-01,ABAN,Z063747895390,,,Bracknell Forest,2017
759946_351,2,2012-07-01,WIRT,E000280698813,,,Bracknell Forest,2017
778117_351,1,2004-11-01,BOTH,P053505077073,,,Bracknell Forest,2017
39630_351,1,2005-12-01,WOTH,H055174851075,,,Bracknell Forest,2017
653592_351,2,2008-09-01,WBRI,I023479197443,,,Bracknell Forest,2017
955333_351,2,2014-01-01,OOTH,Q044365034846,,,Bracknell Forest,2017
85005_351,1,2012-09-01,WIRI,Q032632385529,,,Bracknell Forest,2017
830844_351,2,2007-10-01,AIND,Q028622194273,,,Bracknell Forest,2017
522356_351,2,2008-10-01,MWAS,E062083216300,,,Bracknell Forest,2017
503671_351,1,2014-04-01,MWAS,D099603464809,,,Bracknell Forest,2017
372832_351,1,2008-01-01,AOTH,G072054559459,,,Bracknell Forest,2017
753740_351,2,2005-11-01,WOTH,A035767403727,,,Bracknell Forest,2017
488558_351,1,2014-04-01,BOTH,D051042597208,,,Bracknell Forest,2017
58197_351,1,2002-07-01,BAFR,A081993773066,,,Bracknell Forest,2017
773594_351,1,2011-05-01,AOTH,W081841247853,,,Bracknell Forest,2017
586673_351,1,2012-02-01,MWBC,M083743398106,,,Bracknell Forest,2017
291910_351,2,2011-09-01,BAFR,Y046848961089,,,Bracknell Forest,2017
663835_351,2,2005-11-01,BOTH,E035455174700,,,Bracknell Forest,2017
187656_351,1,2005-02-01,WOTH,B077334225775,,,Bracknell Forest,2017
164317_351,1,2010-09-01,OOTH,Q066768006604,,,Bracknell Forest,2017
655470_351,1,2013-08-01,MWBA,E078076930447,,,Bracknell Forest,2017
136041_351,1,2005-09-01,WIRT,Q058564763670,,,Bracknell Forest,2017
571167_351,1,2014-06-01,NOBT,U057647703288,,,Bracknell Forest,2017
450751_351,2,2002-12-01,BCRB,S072506468215,,,Bracknell Forest,2017
416758_351,2,2008-10-01,AOTH,Z064283330550,,,Bracknell Forest,2017
925420_351,2,2013-10-01,WROM,V074894113388,,,Bracknell Forest,2017
178580_351,2,2005-08-01,BCRB,H019232242589,,,Bracknell Forest,2017
772937_351,2,2014-07-01,BCRB,K029896103067,,,Bracknell Forest,2017
148964_351,1,2005-03-01,APKN,T043573385443,,,Bracknell Forest,2017
565797_351,1,2001-10-01,CHNE,G078390148545,,,Bracknell Forest,2017
258996_351,1,2003-08-01,CHNE,P007540375821,,,Bracknell Forest,2017
36836_351,2,2002-08-01,MWAS,B055721424320,,,Bracknell Forest,2017
616877_351,2,2001-07-01,CHNE,H000348966994,,,Bracknell Forest,2017
147020_351,2,2002-06-01,AOTH,U009841200098,,,Bracknell Forest,2017
67553_351,2,2008-04-01,MWBC,B006981058101,,,Bracknell Forest,2017
872193_351,2,2014-02-01,MWBA,C028313398743,,,Bracknell Forest,2017
74924_351,1,2014-06-01,BAFR,K000760412940,,,Bracknell Forest,2017
829878_351,2,2014-07-01,REFU,Q018948174119,,,Bracknell Forest,2017
622698_351,2,2004-05-01,MWBC,V032190662378,,,Bracknell Forest,2017
127983_351,1,2003-10-01,NOBT,E019448259493,,,Bracknell Forest,2017
194039_351,1,2009-07-01,APKN,E046460567566,,,Bracknell Forest,2017
842843_351,1,2006-11-01,BCRB,S061779262017,,,Bracknell Forest,2017
722040_351,2,2004-11-01,CHNE,B029432419909,,,Bracknell Forest,2017
694325_351,2,2003-01-01,WIRI,J082219476446,,,Bracknell Forest,2017
644226_351,2,2002-12-01,WIRI,Y073269736321,,,Bracknell Forest,2017
242363_351,2,2003-01-01,BCRB,C090324173811,,,Bracknell Forest,2017
723615_351,2,2010-12-01,WIRI,I003182765690,,,Bracknell Forest,2017
60450_351,2,2004-06-01,ABAN,G093188134986,,,Bracknell Forest,2017
252545_351,1,2013-11-01,BOTH,Y087841445732,,,Bracknell Forest,2017
608903_351,1,2011-09-01,WROM,F070622467964,,,Bracknell Forest,2017
733354_351,1,2010-05-01,MWBA,X079798335703,,,Bracknell Forest,2017
743766_351,2,2001-06-01,WOTH,U056548652068,,,Bracknell Forest,2017
143581_351,2,2001-07-01,MWBA,A013149675710,,,Bracknell Forest,2017
930352_351,1,2006-10-01,WIRI,Q007891460818,,,Bracknell Forest,2017
602550_351,1,2004-04-01,MWAS,K049452170068,,,Bracknell Forest,2017
843445_351,1,2007-09-01,ABAN,W092118431572,,,Bracknell Forest,2017
274473_351,1,2002-04-01,BCRB,U006622842991,,,Bracknell Forest,2017
290127_351,1,2009-12-01,WBRI,E000227539012,,,Bracknell Forest,2017
273247_351,2,2008-11-01,AOTH,W072640629460,,,Bracknell Forest,2017
724292_351,2,2003-10-01,MOTH,C026383819202,,,Bracknell Forest,2017
625149_351,1,2010-01-01,APKN,M077905989365,,,Bracknell Forest,2017
412887_351,1,2006-06-01,WIRI,Q097406521277,,,Bracknell Forest,2017
836880_351,2,2001-10-01,WROM,I056079196926,,,Bracknell Forest,2017
608146_351,2,2010-10-01,AOTH,B042999805585,,,Bracknell Forest,2017
266661_351,1,2005-05-01,BOTH,G091374803222,,,Bracknell Forest,2017
488236_351,2,2011-08-01,WIRI,G038963275314,,,Bracknell Forest,2017
18154_351,2,2006-08-01,CHNE,H005922049773,,,Bracknell Forest,2017
235652_351,1,2013-12-01,MWBC,D014326139887,,,Bracknell Forest,2017
997436_351,1,2008-08-01,REFU,I035880470766,,,Bracknell Forest,2017
952336_351,2,2012-11-01,MOTH,G010677311772,,,Bracknell Forest,2017
798682_351,2,2008-06-01,WIRT,V076414039635,,,Bracknell Forest,2017
489346_351,1,2007-03-01,MWBC,O061666025850,,,Bracknell Forest,2017
406507_351,2,2011-12-01,NOBT,F003659924833,,,Bracknell Forest,2017
63949_351,1,2013-06-01,AIND,Z087838582080,,,Bracknell Forest,2017
509411_351,1,2014-08-01,ABAN,F023374764524,,,Bracknell Forest,2017
262299_351,1,2012-06-01,WOTH,L008596712916,,,Bracknell Forest,2017
432750_351,1,2012-07-01,WROM,H052775649307,,,Bracknell Forest,2017
106089_351,2,2007-03-01,BOTH,M056952433237,,,Bracknell Forest,2017
221661_351,1,2002-02-01,BCRB,D077754874851,,,Bracknell Forest,2017
649488_351,2,2003-10-01,MWBC,Q086517096247,,,Bracknell Forest,2017
304504_351,2,2004-07-01,ABAN,X024042616442,,,Bracknell Forest,2017
471741_351,1,2014-11-01,WIRI,O058247549205,,,Bracknell Forest,2017
838032_351,1,2013-07-01,MWBA,V029377936186,,,Bracknell Forest,2017
519644_351,2,2008-05-01,MWBC,F079038453597,,,Bracknell Forest,2017
561687_351,2,2002-02-01,AIND,S053285799231,,,Bracknell Forest,2017
936724_351,2,2009-12-01,REFU,L072611356691,,,Bracknell Forest,2017
778901_351,1,2002-04-01,BOTH,U002414916739,,,Bracknell Forest,2017
420058_351,1,2010-05-01,BOTH,Z041028716768,,,Bracknell Forest,2017
756999_351,2,2001-10-01,MWAS,O036383142084,,,Bracknell Forest,2017
265854_351,2,2001-08-01,WOTH,N076750885999,,,Bracknell Forest,2017
107618_351,2,2013-02-01,MWBA,A025812128713,,,Bracknell Forest,2017
641064_351,1,2012-01-01,BAFR,V020320519597,,,Bracknell Forest,2017
339013_351,1,2007-01-01,NOBT,M060122399145,,,Bracknell Forest,2017
121227_351,1,2008-11-01,WIRT,O041584775309,,,Bracknell Forest,2017
588329_351,2,2004-11-01,WOTH,F070523079648,,,Bracknell Forest,2017
20775_351,2,2004-06-01,BAFR,I044000922079,,,Bracknell Forest,2017
197569_351,2,2002-08-01,OOTH,K061964531051,,,Bracknell Forest,2017
611314_351,1,2006-05-01,BCRB,P009288778724,,,Bracknell Forest,2017
587081_351,1,2002-03-01,MWBA,J050473255483,,,Bracknell Forest,2017
594626_351,2,2009-03-01,BCRB,R068534129054,,,Bracknell Forest,2017
881062_351,2,2003-05-01,CHNE,T016248283428,,,Bracknell Forest,2017
309028_351,1,2005-04-01,MWAS,R033879787281,,,Bracknell Forest,2017
899224_351,1,2009-01-01,APKN,Y095589275280,,,Bracknell Forest,2017
302646_351,2,2001-10-01,CHNE,P002865957555,,,Bracknell Forest,2017
136564_351,2,2009-11-01,OOTH,Q009926701084,,,Bracknell Forest,2017
620489_351,2,2013-10-01,AIND,X039112226251,,,Bracknell Forest,2017
44709_351,2,2009-03-01,NOBT,M013445748113,,,Bracknell Forest,2017
111968_351,1,2004-01-01,BAFR,W015348162208,,,Bracknell Forest,2017
389940_351,2,2003-12-01,AIND,N073625826511,,,Bracknell Forest,2017
682326_351,1,2009-04-01,REFU,E026823226191,,,Bracknell Forest,2017
523489_351,1,2002-02-01,CHNE,U098599813981,,,Bracknell Forest,2017
466174_351,1,2007-02-01,WROM,E019404078408,,,Bracknell Forest,2017
445070_351,1,2011-02-01,OOTH,H067111320783,,,Bracknell Forest,2017
36003_351,1,2007-09-01,MWBA,S002253592285,,,Bracknell Forest,2017
584166_351,1,2004-11-01,BAFR,D077015110282,,,Bracknell Forest,2017
317845_351,2,2008-01-01,WOTH,G052563426301,,,Bracknell Forest,2017
361668_351,2,2012-06-01,APKN,F037121381629,,,Bracknell Forest,2017
799453_351,1,2001-08-01,ABAN,Y063725307585,,,Bracknell Forest,2017
121220_351,1,2013-01-01,NOBT,G024834599132,,,Bracknell Forest,2017
39209_351,2,2008-06-01,WOTH,E049412541268,,,Bracknell Forest,2017
62118_351,1,2014-09-01,BAFR,X012515711771,,,Bracknell Forest,2017
699018_351,1,2004-03-01,MOTH,I048553509607,,,Bracknell Forest,2017
550582_351,1,2005-03-01,MWBC,U000571373750,,,Bracknell Forest,2017
663722_351,2,2009-11-01,WIRI,U071249570626,,,Bracknell Forest,2017
942034_351,1,2008-12-01,BCRB,D080992491385,,,Bracknell Forest,2017
658294_351,2,2013-10-01,BCRB,O050419901988,,,Bracknell Forest,2017
920913_351,1,2007-03-01,WOTH,M099416813160,,,Bracknell Forest,2017
933048_351,2,2006-02-01,CHNE,E024982229910,,,Bracknell Forest,2017
161199_351,1,2005-09-01,AOTH,W079214424669,,,Bracknell Forest,2017
609051_351,1,2002-08-01,AIND,F087797256059,,,Bracknell Forest,2017
416827_351,1,2013-09-01,MWBC,P050228081442,,,Bracknell Forest,2017
16503_351,2,2003-02-01,BCRB,P069430505523,,,Bracknell Forest,2017
586025_351,2,2007-08-01,WIRI,T008640629653,,,Bracknell Forest,2017
874354_351,2,2001-09-01,BOTH,V097839083494,,,Bracknell Forest,2017
723580_351,2,2008-05-01,WROM,D038208437651,,,Bracknell Forest,2017
589834_351,1,2008-03-01,MWBC,Y051612261203,,,Bracknell Forest,2017
11511_351,2,2002-05-01,REFU,G067367683100,,,Bracknell Forest,2017
200417_351,1,2003-11-01,BOTH,F055269409289,,,Bracknell Forest,2017
327755_351,1,2005-08-01,MWBA,P066245598342,,,Bracknell Forest,2017
313494_351,2,2009-08-01,REFU,E003296978757,,,Bracknell Forest,2017
240413_351,1,2004-03-01,MOTH,P040393196182,,,Bracknell Forest,2017
866347_351,1,2009-12-01,MOTH,S039284909445,,,Bracknell Forest,2017
450676_351,2,2009-05-01,ABAN,P021551872661,,,Bracknell Forest,2017
400062_351,1,2012-09-01,MOTH,V060076406364,,,Bracknell Forest,2017
262755_351,2,2001-09-01,APKN,K030781080712,,,Bracknell Forest,2017
326057_351,2,2003-06-01,APKN,N091441455541,,,Bracknell Forest,2017
437614_351,1,2003-06-01,ABAN,B072556159482,,,Bracknell Forest,2017
249901_351,2,2007-01-01,REFU,B071798734374,,,Bracknell Forest,2017
28482_351,2,2008-11-01,MOTH,E009127313490,,,Bracknell Forest,2017
574199_351,2,2014-08-01,NOBT,G055169705256,,,Bracknell Forest,2017
514673_351,2,2013-02-01,WBRI,D014021225894,,,Bracknell Forest,2017
967679_351,1,2014-12-01,REFU,P054343871745,,,Bracknell Forest,2017
388924_351,2,2010-06-01,CHNE,C026598015488,,,Bracknell Forest,2017
540510_351,2,2008-04-01,NOBT,V033089600481,,,Bracknell Forest,2017
756773_351,1,2006-02-01,MWBA,P085866144674,,,Bracknell Forest,2017
354349_351,1,2006-03-01,WIRT,M049666783773,,,Bracknell Forest,2017
564633_351,2,2008-06-01,WOTH,B049871129996,,,Bracknell Forest,2017
736639_351,1,2011-12-01,CHNE,V088270795350,,,Bracknell Forest,2017
931173_351,1,2006-09-01,MWAS,U054771076070,,,Bracknell Forest,2017
476020_351,1,2006-11-01,CHNE,Q072446536341,,,Bracknell Forest,2017
376788_351,1,2012-10-01,BCRB,A014255321850,,,Bracknell Forest,2017
255540_351,1,2003-08-01,WBRI,V012937336256,,,Bracknell Forest,2017
636731_351,2,2002-11-01,NOBT,S058975390604,,,Bracknell Forest,2017
30269_351,2,2014-09-01,WIRI,N077930444449,,,Bracknell Forest,2017
816263_351,1,2003-09-01,MWBC,U018157810863,,,Bracknell Forest,2017
251488_351,1,2010-12-01,APKN,G067427057026,,,Bracknell Forest,2017
192123_351,2,2011-12-01,APKN,I094933574740,,,Bracknell Forest,2017
827987_351,2,2008-09-01,OOTH,G059505777234,,,Bracknell Forest,2017
120262_351,1,2005-03-01,WBRI,M077738980876,,,Bracknell Forest,2017
730452_351,1,2011-12-01,BOTH,G040067127673,,,Bracknell Forest,2017
845786_351,2,2006-05-01,MWBA,L029067573601,,,Bracknell Forest,2017
162095_351,2,2006-03-01,BOTH,J010550187399,,,Bracknell Forest,2017
7316_351,1,2003-10-01,WOTH,G074001295240,,,Bracknell Forest,2017
285983_351,2,2004-02-01,REFU,Q006080954852,,,Bracknell Forest,2017
963502_351,1,2008-06-01,BAFR,P073441018142,,,Bracknell Forest,2017
154861_351,2,2008-11-01,WIRI,Q073354185879,,,Bracknell Forest,2017
948567_351,2,2003-01-01,WIRI,U019103968857,,,Bracknell Forest,2017
45369_351,2,2002-01-01,WOTH,V065165378470,,,Bracknell Forest,2017
627315_351,2,2007-03-01,APKN,F007758454557,,,Bracknell Forest,2017
336628_351,2,2013-04-01,AOTH,F051921963889,,,Bracknell Forest,2017
476591_351,2,2004-01-01,WROM,V044858742871,,,Bracknell Forest,2017
576332_351,2,2007-04-01,AIND,E030798439040,,,Bracknell Forest,2017
957193_351,2,2008-09-01,OOTH,X090906619749,,,Bracknell Forest,2017
306785_351,2,2004-01-01,WIRI,C012724973687,,,Bracknell Forest,2017
44187_351,1,2001-08-01,CHNE,S024932331747,,,Bracknell Forest,2017
